NoKPMurid,NamaMurid,KatalaluanMurid,IDTingkatan
936301839308,Cucu Cahaya binti Wathiq,w3p76y,5
654951641012,Teruna Zahabia bin Zakawat,nv97un,1
612111218175,Esah Hapsah binti Sannan,zzvubg,1
746665709083,Soroushi Rabwah binti Atheer,iro6z1,2
083818282882,Ruwayfi Zaafer bin Kechik,6v3x64,4
869322485255,Ihkam Puteri binti Panjang,fym9dj,3
121508729496,Zulkifl Zaka bin Raahim,vmb1ex,3
835397272467,Wadida Izz binti Slamet,vrvj2v,4
015092705804,Mudassir Rafa'ah bin Sannan,buz62d,3
247853041085,Seniya Tipah binti Afsah,oyudyn,4
868999298234,Izz Awang bin Zayana,srrp2z,4
380130978646,Teruna Ruwayfi bin Tuah,jtr3ci,2
101575323970,Sulung Wadd bin Ajiad,24mc4d,4
547372157139,Musawwir Zahabia bin Sibbt,z642zx,1
438966598742,Tenuk Mishkat bin Musawwir,58vmp9,4
038683299541,Rosemah Tempawan binti Afsah,vc98ru,5
248975009650,Waliyudeen Sabtu bin Khajeer,xiemrb,1
965053740029,Aatiya Aayizah binti Putera,bjn1c4,5
791777283124,Maeena Aarifa binti Iffaan,a1shl1,2
430097665034,Idrak Tuah bin Slamet,fxzo2v,1
326282934819,Aafiyat Suriawati binti Nijat,9y1mug,3
919553567049,Mannal Rabihaat binti Iffaan,n5yilj,5
607239643528,Samyan Rabwah binti Aafaaq,en6s8o,1
768645123112,Aafiyat Afeen binti Hadees,eglvjd,4
187796839238,Ishraq Haruun bin Haissam,unpj5z,3
380901682158,Mawiza Anoud binti Samroze,okm0yi,5
543954321499,Iyaan Zayana bin Sannan,90r1ij,2
510346010051,Jazaa Hapsah binti Junada,v1d3z5,2
650162646380,Sonbol Zulla binti Nijat,wg38oc,3
994408228926,Tempawan Samyan binti Zulkifl,f5y41g,3
458712835079,Hapsah Wasiya binti Nijat,0pu7u2,1
142387757441,Idrak Kechik bin Zakawat,7j0thq,3
983576863030,Panjang Aafaaq bin Sabtu,3q9prw,1
159106101853,Ibrat Suriawati binti Mudassir,deaoan,1
146908420641,Sidratul Sonbol binti Zulkifl,e0vv6n,4
927918863478,Tempawan Adiputeri binti Istiqlal,mep0tr,1
765792166890,Ghazaar Waase bin Muzakir,2126hm,4
295673188901,Samroze Haruun bin Samsam,tb0fnp,3
658529320989,Kasih Rabihaat binti Afan,tgsk1q,1
106327906374,Ajiad Saqabat bin Zulkifl,g05wrk,4
240640050027,Mahsuri Mahia binti Khajeer,73k561,2
097162734024,Wadd Muzakir bin Imen,tsywej,5
065059962766,Cucu Tijah binti Zuljalal,lt3sq6,5
086360886217,Wasiya Kembang binti Aadam,pjmz8w,4
057922042575,Zulla Tasmia binti Wadd,bxe7sc,1
561267650937,Mubaraka Mannal binti Tuah,1wcpbc,5
777939235292,Megat Adiputera bin Teruna,fk32gw,4
550990187153,Aadam Zulkifl bin Izz,dnyhwd,1
581257327919,Shanzey Imen binti Iyaan,kwmfwk,2
502133741781,Adiputera Hazer bin Megat,zt8lvs,2
319755570812,Mubaraka Imen binti Johan,6nwto0,4
145569291122,Joyah Imen binti Imen,ts0eeb,4
010540423124,Panjang Waase bin Bisaam,gqb11p,1
377947491299,Aatiya Sajaf binti Muzn,rkad7w,3
409084827179,Mizn Zikri bin Megat,a64rvq,4
845521466520,Muzakir Ishraaq bin Panjang,rcl6j6,4
982943210732,Fehmeed Jebat bin Senin,ysq6ku,3
836974574187,Shanzey Shanzey binti Wadood,q9ivdh,3
223057630525,Delima Wisama binti Sulung,o61ppt,1
558899761553,Mahia Marjia binti Haissam,86q16c,3
341234602715,Wifaq Aswab bin Ruwayfi,s4cej6,3
974318482603,Ishtiqal Zahabia bin Bintang,s2vqaf,1
932920441915,Indeela Surintan binti Khajeer,a26e6c,5
462883059256,Samroze Zaka bin Sabtu,oflr2q,3
902162437135,Sajaf Mahia binti Sulung,edylgn,1
318575624954,Qiraat Izzati binti Bujang,56dxyu,3
039686262116,Sibbt Sabtu bin Qawi,yvqa3h,4
908925587162,Wasfi Aqsad bin Taseen,skvfbz,4
499267049244,Maeen Suriawati binti Afan,it8mv0,4
931391165796,Imen Mahsuri binti Jebat,tr5gu9,1
231585939915,Tuah Iesa bin Megat,4ur6c5,3
951359738142,Nijat Wadd bin Aayiz,uzzgld,5
286282436506,Bujang Senin bin Hazer,q23r1l,4
883551616824,Kuntum Mawiza binti Taish,fa8dma,5
119543680687,Aayiz Reehab bin Muzakir,5jefks,4
483663536614,Esah Izzati binti Ishtiqal,6ci1jt,5
496710306085,Wisama Izz binti Zahabia,quez88,2
778769902713,Haryati Sidratul binti Barzin,ionaeo,5
518817840018,Aayiz Iyaan bin Ajiad,my7zqw,1
735800131915,Ruwayfi Ishtiqal bin Waliyudeen,9i43qh,4
926927429382,Suriawati Nazra binti Muda,uwmsk6,3
471497360828,Sonbol Jenab binti Khilaal,uojlzo,1
197578125968,Khilaal Wasfi bin Jebat,azqs1g,5
101866140427,Hapsah Abaasa binti Aafaaq,oxrcxj,1
173325651217,Suriawati Aafiyat binti Muzn,8uejeh,4
000922458945,Sibbt Samsam bin Sannan,sg0dqe,2
572033662384,Hazer Sulung bin Izz,8yjcpo,2
684769295411,Wasfia Kembang binti Jebat,0wbzg9,1
502075019492,Johan Samsam bin Qazzafi,xhh8nh,1
416053240757,Cempaka Raqeema binti Bisaam,u9rvd4,2
128805123909,Aeni Delima binti Mizn,o6dxbl,5
538003982674,Megat Aati bin Ishtiqal,w75mm8,2
026339890996,Wasiya Wasiya binti Wathiq,2ishiv,1
668054522641,Aswab Zaka bin Zuljalal,hwjfj8,2
508295246282,Waase Taish bin Aaaqil,542bjn,1
314383438576,Istiqlal Megat bin Waliyudeen,bhzgv2,2
992782776359,Wasfia Cucu binti Taish,0eiabg,1
608352418814,Haruun Taseen bin Aayiz,gxg0wb,3
616506527098,Hatar Afan bin Iyaan,dgwpf8,1
761612700765,Ahkam Senin bin Mudassir,u90ln9,1
328940138249,Abaasa Haryati binti Maymuun,1e1y73,2
454963724001,Muzakir Istiqlal bin Aswab,emi1au,5
146372572293,Mabrura Qiraat binti Zulkifl,zk4lkn,1
269391561843,Wadida Uswah binti Reheeq,lveyfc,5
349462853365,Maeen Maarib binti Nijat,ntfjek,1
064336556563,Aarifa Joyah binti Yaqeen,qahd4d,5
083688441943,Ibhar Jazaa binti Perwira,eobjnr,1
257662159422,Ruwayfi Nijat bin Jebat,2jl5ta,1
983978575858,Abaasa Wasfia binti Reheeq,jgk5me,3
411238222774,Imen Idrak bin Ghazaar,xnjwjt,4
775418213670,Wasfia Latipah binti Fuaad,xlop7w,2
595528186252,Mawiza Sibgha binti Iesa,679581,1
990538286049,Sonbol Cahaya binti Wathiq,dpokhe,4
711178622440,Senin Putera bin Samsam,3nbrjc,1
838557987594,Raahim Aswab bin Aati,ua92vt,2
049210120976,Wadood Tuah bin Panjang,o184fb,5
041052930261,Perwira Hatar bin Ahkam,64mtjp,3
631721072091,Maymuun Ghazaar bin Hatar,ili7wc,5
271692909070,Aadam Sannan bin Wadood,3gnzby,1
248191414773,Zuljalal Sannan bin Muzakir,ggscpw,3
177063215810,Dhia Ibtisama binti Atheer,qud7ip,5
739744837062,Megat Atheer bin Zaafer,u7rm6a,2
465389394155,Nazra Maeena binti Afsah,pnzx5j,1
155584816815,Ihkam Waleeya binti Reheeq,shk9ar,1
876523592326,Raahim Ishraq bin Samroze,wg4q2w,3
865921038105,Ajiad Ishraaq bin Usama,w95c7v,2
603392136221,Muzakir Ishraq bin Saqabat,4epu75,2
179212432354,Sabtu Qazzafi bin Awang,bcn9o3,1
769552964818,Melur Masayu binti Awang,3gal0g,1
017980452089,Zaka Sibbt bin Rafa'ah,4blhn9,3
837285942968,Yaqeen Idrak bin Aadam,37ppja,5
962447526269,Amaal Abaasa binti Taish,tgk6o9,2
100177512302,Masayu Esah binti Ghazaar,0yrrno,4
937882169380,Idrak Barzin bin Yaqeen,zscbv8,3
247372250362,Istiqlal Waase bin Hatar,796gbp,1
170879486988,Izz Sibbt bin Khajeer,suwc6y,1
241090446679,Ahkam Bintang bin Nijat,vpio8o,4
808155200901,Usama Junada bin Ishraq,e7e0cs,1
995256315052,Mabrura Aafiyat binti Bujang,3nu396,4
601149583412,Muzakir Wasfi bin Bintang,w7ik49,4
866123844301,Hazer Awang bin Ayyash,ihoj0p,4
638893894916,Twaf Soroushi binti Imen,de0h4y,1
104336148965,Rabihah Marjia binti Khajeer,9prc3b,3
273694688890,Saqabat Tenuk bin Mizn,2395gw,2
241598159313,Haruun Maymuun bin Megat,xcw1cq,4
315012035630,Mawiza Delima binti Slamet,bwx7uh,1
817508219539,Cempaka Jenab binti Hadees,8bp0zb,3
203556128573,Delima Suleika binti Tuah,juht8i,4
656069528549,Aswab Muzakir bin Maymuun,s49rgi,2
348989567185,Afeen Mawiza binti Iffaan,qmzn80,2
574945961335,Sibbt Istiqlal bin Aaaqil,2ewz6p,4
788995658879,Zikri Iyaan bin Rafa'ah,vv0u0t,1
186425310758,Dhia Sanabel binti Yaqeen,okxm3j,5
176128482646,Shanzey Afeen binti Slamet,9gxn5h,1
354062449259,Wasiya Imen binti Tenuk,o40mw0,3
940012743750,Waleeya Mahsuri binti Selasa,o6g0yw,3
316974960365,Mishkat Bisaam bin Musawwir,a4l6vj,5
861980461267,Awang Putera bin Zaka,qekl6d,2
403650213134,Zaituna Haryati binti Qawi,7tbtk5,2
702397683356,Aarifa Mubaraka binti Sayfudin,dbzh15,2
456290338622,Rabwah Twaf binti Junada,dxb3sf,4
718445134440,Reehab Fuaad bin Reheeq,htrv97,3
265099229113,Ishraaq Nijat bin Panjang,d2qimx,3
976550194911,Wathiq Zaafer bin Samsam,88q0lf,4
064833993848,Maymuun Panjang bin Raahim,g4sa37,2
490348403918,Cempaka Suleika binti Sabit,c812u8,4
219414367948,Aati Mizn bin Sabit,zdxkf3,2
048506516425,Masayu Joyah binti Ishraaq,g6zjfd,5
640865328904,Ghazaar Megat bin Selasa,osdxjb,2
433539875092,Twaf Tipah binti Sabtu,upejby,2
963654074767,Mubaraka Sidratul binti Musawwir,7uk9ni,3
721098941169,Perwira Khilaal bin Mishkat,ik7hy4,5
243695554001,Sidratul Marjia binti Iesa,ayu02w,5
972193934141,Arhaa Zulkifl bin Sulung,d0kyxp,1
376757622457,Aafiyat Uswah binti Musawwir,p3z29h,2
162890814345,Waase Sabit bin Bisaam,dul2n5,5
268186096989,Taseen Sayfudin bin Zaka,pes28y,4
059688430197,Aati Taseen bin Bujang,sb28yp,4
635234529385,Ajiad Megat bin Khajeer,07ohgp,3
966971145742,Wathiqa Maeena binti Sineen,pnaz1k,2
719956323647,Aqsad Iyaan bin Waase,1w55mw,3
286040787655,Rabihah Waleeya binti Sayfudin,zfe2b1,2
786351252854,Budiharto Mudassir bin Raahim,bfvo8e,1
160489215989,Azarnoush Sibgha binti Hadees,2us3ji,3
072828527424,Surintan Zaheera binti Zakawat,tzbyrz,1
279747944515,Sanabel Jenab binti Zakawat,7ez2vw,3
956429216471,Wadood Khilaal bin Johan,eswm64,4
322281068297,Joyah Suriawati binti Zulkifl,y8rkq6,1
821559268031,Sajaf Masayu binti Johan,69p5ot,1
135888303482,Waliyudeen Muda bin Khajeer,354hhm,2
677751253506,Rabihah Sajjal binti Senin,yqjibf,1
275417307396,Masayu Jenab binti Samsam,9uagmz,5
426587432548,Maeen Zamira binti Hatar,5n7d05,4
747759999628,Kechik Zikri bin Wadood,5r7eqg,4
743949589087,Ibhar Mannal binti Qazzafi,4o8ayb,2
344751027593,Delima Esah binti Waase,d8bwhd,1
789328247048,Ruwayfi Johan bin Zuljalal,7h4g0l,4
946827109255,Teratai Suriani binti Aswab,aokhc1,4
350136523515,Zamira Sajjal binti Bujang,hymc0t,1
189279523221,Senin Khajeer bin Selasa,hu9dgm,2
246876706341,Zulkifl Adiputera bin Awang,nui69w,4
841566357020,Kechik Budiharto bin Waliyudeen,y6nigs,3
275562868158,Sayfudin Taseen bin Rafa'ah,mwq5el,4
517211137326,Mishkat Tuah bin Fehmeed,qfla98,4
508971298923,Sulung Ruwayfi bin Haissam,amca6n,1
509465989640,Puspawati Uswah binti Sabit,bami9m,5
437997322740,Aeni Surintan binti Zuljalal,u81f76,5
167397033224,Khajeer Hadees bin Senin,xacnbj,2
933658871727,Slamet Khajeer bin Bintang,9pfptj,4
219507122232,Teratai Kuntum binti Bisaam,u7mkxf,4
764471221663,Hatar Muda bin Perwira,dna66r,5
818315749182,Ayyash Aqsad bin Bisaam,yyt41v,4
791703938377,Iyaan Ajiad bin Taseen,lyaoyz,3
322896449566,Zamira Mahia binti Zayana,dntqdi,5
457561793460,Samyan Mayang binti Ajiad,o40drs,2
619035553072,Maymuun Qazzafi bin Ishraaq,qoq69j,5
467930266257,Zikri Aayiz bin Iyaan,19zlqm,5
124391932953,Mishkat Samroze bin Wadood,jg53zg,2
355199692712,Puspawati Jazaa binti Imen,yd7ye6,5
979916579837,Aafiyat Mubdia binti Qawi,blr3f0,2
026911911181,Atheer Yaqeen bin Zaafer,b4n0zq,5
580115979589,Puteri Tempawan binti Arhaa,j7b6pr,3
612421853541,Sayfudin Zaka bin Haruun,x54eg5,2
009361883771,Aayizah Nazra binti Sibbt,akwevp,2
061164609827,Aatiya Mubaraka binti Ghazaar,3duzlb,2
217126455123,Kechik Zahabia bin Mudassir,7fhtgl,5
190361480766,Seniya Mabrura binti Aaaqil,2jmjjo,2
784587315361,Zuljalal Fuaad bin Muzn,0kcxpa,2
751092043898,Samsam Selasa bin Zaka,8tnfb7,2
511252622263,Sabtu Reheeq bin Bintang,xr2dql,2
948245044532,Imen Sajaf binti Putera,osdga6,4
373356971542,Dhia Zulla binti Samroze,hkmx8n,1
292291476362,Raahim Sabtu bin Iesa,4pqa3u,5
543343411758,Bujang Imen bin Zikri,grd8ax,4
589653781884,Masayu Joyah binti Perwira,e4rfzk,5
800430081563,Aatiya Puspawati binti Afan,rj8v4y,3
887293451183,Puteri Imen binti Musawwir,qxcs4s,2
228799781998,Mubdia Mawiza binti Sayfudin,orze0c,2
987889018169,Mubdia Wasfia binti Adiputera,j5ixgj,1
517219425925,Muzakir Aqsad bin Waliyudeen,2zguue,5
479497522664,Sineen Wadood bin Aadam,mqqpbx,4
801377209192,Reehab Ishtiqal bin Ayyash,ghxvvn,1
420413495863,Khajeer Wadood bin Megat,d1fmqv,5
142859312834,Marjia Haryati binti Kechik,ze3ftw,2
219199558542,Dhia Tasmia binti Teruna,kgu4ka,4
752210925983,Zulla Tempawan binti Aadam,5wvusc,5
447082115681,Arhaa Hadees bin Iyaan,egod6p,4
326804250936,Haryati Rabihah binti Idrak,15ad0x,4
434513906739,Barzin Junada bin Junada,5piz5b,1
461977785291,Panjang Sannan bin Barzin,2fa62m,2
953131100412,Soroushi Anoud binti Hazer,z6fdiy,4
994904007293,Wadood Slamet bin Nijat,1rhnmi,4
007593988565,Cahaya Seniya binti Zaka,wucsii,4
939999028811,Azarnoush Aeni binti Ghazaar,bfsb35,4
597849466339,Seniya Seniya binti Adiputera,45oair,2
943604366323,Saqabat Ghazaar bin Aswab,ibi59e,2
203669414019,Sajaf Zamira binti Musawwir,9bt7id,3
108368877490,Haryati Masayu binti Wadood,ps8wro,4
530769689665,Zulla Mabrura binti Ayyash,eo9qji,3
085871616960,Khajeer Ghazaar bin Taseen,v0pty9,5
091851038066,Samyan Latipah binti Sabtu,758xir,4
547785227253,Sibbt Zaka bin Istiqlal,ai8kib,4
791893566810,Hadees Muda bin Aaaqil,82pg79,3
785947681522,Izz Budiharto bin Waase,dp8ni8,5
309096802486,Zayana Wadd bin Arhaa,4xz3uj,2
355960178096,Slamet Awang bin Izz,kf31rk,1
543600973734,Yaqeen Wifaq bin Ajiad,el1gow,5
408917139716,Megat Khajeer bin Sibbt,uhni7e,3
164278797080,Samyan Rabihah binti Waliyudeen,jcauol,3
994109013348,Zakawat Mudassir bin Panjang,hszjux,5
378668950772,Tempawan Mahia binti Yaqeen,7wbd19,2
294822285063,Uswah Sidratul binti Fehmeed,81gbpt,5
093610218840,Afsah Samsam bin Ruwayfi,t8id2a,2
181108423114,Wisama Sonbol binti Sayfudin,yfjo7a,5
338541388217,Masayu Izzati binti Zikri,2q4k1l,2
667130598608,Maeen Indeela binti Senin,hzxqnz,4
489337263285,Musawwir Aqsad bin Tenuk,buik4w,5
794142273720,Idrak Zuljalal bin Aati,b5urqj,4
125326768108,Mizn Aqsad bin Afan,m3zm67,4
276851187241,Ishraaq Musawwir bin Ayyash,61qqzd,3
597644857222,Aafiyat Suriawati binti Rafa'ah,oys58h,2
943965849652,Aeni Aatiya binti Ishtiqal,3pop7x,1
888357229414,Suleika Aayizah binti Aaaqil,4smav7,5
469604696942,Nijat Mizn bin Aayiz,73ymhl,3
149097230846,Maeen Puteri binti Wasfi,ocni2k,4
318290961301,Amaal Melur binti Afsah,xhd3zd,1
366254856481,Waleeya Rabwah binti Reehab,z21wby,2
205277783378,Raahim Sayfudin bin Hazer,l00054,3
574745891034,Khilaal Sannan bin Bisaam,lt1qjt,1
273317421177,Wathiq Khilaal bin Qazzafi,5qbu08,4
294715499739,Aafiyat Imen binti Fuaad,tazap4,4
746394864938,Kasih Kuntum binti Wadd,swwau4,5
146186612309,Khatijah Raqeema binti Ishraq,gwjo2w,4
012723776574,Arhaa Wathiq bin Ahkam,eh252r,3
750901699809,Izzati Mannal binti Atheer,ldjpk2,3
804959285368,Muzn Afan bin Aqsad,nmoozg,4
793030844202,Sannan Idrak bin Ghazaar,w6z6co,5
224673731081,Mizn Maymuun bin Aafaaq,jgnkdt,2
480506709173,Suriawati Aayizah binti Nijat,jm25i0,3
564844692824,Khilaal Muda bin Haissam,rax8mg,1
281869743688,Selasa Zahabia bin Usama,ea76eo,3
154530818830,Samroze Ishraq bin Aadam,yff308,2
169847865972,Afan Haissam bin Ishraq,vte66b,2
172026450886,Shanzey Ajaar binti Ghazaar,hh6aaw,1
000284432362,Zulkifl Atheer bin Aadam,89wvd7,2
910742442851,Budiharto Wadd bin Khilaal,8ud942,2
733426871214,Tempawan Twaf binti Nijat,gi1wkw,4
112292476970,Zaafer Zaafer bin Zakawat,4gw9zf,2
438109628676,Suleika Azarnoush binti Aati,puzyav,3
174298525574,Cahaya Aarifa binti Zaafer,gum3s5,1
056112104971,Haryati Qiraat binti Perwira,2wvkj8,4
551354840836,Rufqa Azarnoush binti Ayyash,9lwq5q,4
229749125972,Kuntum Suriawati binti Nijat,j7dwaa,3
117458677020,Raahim Sabtu bin Musawwir,pho52v,2
035191678640,Khatijah Sajaf binti Muzakir,pbwrzy,5
152946349739,Wathiqa Wathiqa binti Bujang,151xmt,4
382605853259,Jebat Sannan bin Sabtu,l6ui5l,2
087460213899,Zulkifl Muda bin Waase,0i25w6,5
034658982792,Junada Raahim bin Sabtu,jyb66a,2
204968247967,Sabtu Aafaaq bin Zikri,4t3i1p,3
395186086191,Fuaad Mishkat bin Usama,9tsjvm,2
240173782359,Kembang Latipah binti Taseen,g9pa2t,4
576737563753,Johan Bisaam bin Selasa,wc0x7m,2
437213181248,Delima Ihkam binti Waliyudeen,lf70nx,4
141267707099,Rabihah Aarifa binti Aqsad,cartch,4
593731111801,Zikri Bintang bin Selasa,0h7vuh,5
867827707467,Hapsah Zaituna binti Sayfudin,mwy6z0,4
317465543546,Qazzafi Mishkat bin Nijat,w3lo6b,5
957434948985,Zakawat Sabtu bin Saqabat,x6ss9s,5
787891629746,Aqsad Jebat bin Aadam,c58wge,3
640569601546,Mizn Muzakir bin Izz,qfge3p,1
010051846717,Jenab Seniya binti Aati,ooxtmk,4
068279747791,Megat Zayana bin Sabtu,h8qssd,2
439371143988,Ibtisama Mabrura binti Senin,fk8edb,2
981064999667,Zulkifl Haissam bin Usama,7ipsuf,3
025791903166,Ishraaq Hadees bin Putera,713xna,2
570424823136,Cucu Mannal binti Budiharto,c35cjs,2
707338538900,Wathiqa Aarifa binti Aati,0zkra4,3
890005262544,Wasfi Zaka bin Atheer,ba5hld,2
638006894023,Sineen Wifaq bin Perwira,oa7p2c,3
738683874091,Senin Iffaan bin Haissam,x8dmvk,3
260088004015,Afan Raahim bin Muzakir,foxhd7,3
207283877250,Puteri Tempawan binti Mudassir,q1qk47,3
507389444507,Waase Atheer bin Wathiq,5z0phu,3
793093276220,Ibhar Masayu binti Sineen,5wcl3a,3
310039814257,Aatiya Ibtisama binti Slamet,p5cwuz,1
150325969320,Adiputera Muzakir bin Sabtu,o3svve,3
284125349440,Imen Zuljalal bin Adiputera,1kgh7f,4
002737175376,Bujang Wasfi bin Aafaaq,5rkp5u,1
484064820926,Afan Tuah bin Khilaal,1affo4,2
160100490190,Slamet Awang bin Nijat,59k9f5,5
363658649942,Aayizah Hapsah binti Musawwir,li4tig,2
002532533351,Afan Aadam bin Zuljalal,v5i8fb,2
860027703621,Aadam Ayyash bin Reheeq,jsj8gz,4
299976793227,Zulkifl Johan bin Taseen,nkzq4l,4
630443415785,Budiharto Aayiz bin Usama,4a7wcv,5
085949189433,Zuljalal Wadood bin Zakawat,r6wj0v,4
415615765071,Izzati Aayizah binti Aadam,fkbu60,2
077241333809,Izz Afsah bin Idrak,gyhxet,4
322165433211,Zaituna Tipah binti Mizn,hq8jd5,2
869150123760,Hazer Haruun bin Samsam,x00et7,5
725446874115,Mizn Afan bin Perwira,naurl6,5
783815504301,Iffaan Wasfi bin Fuaad,rdxl5r,1
467350295065,Zaafer Samsam bin Zuljalal,inm08g,3
465260572178,Sayfudin Izz bin Zuljalal,c64g36,3
473084344985,Ghazaar Reehab bin Sulung,41a3dr,1
138754294745,Aqsad Arhaa bin Qawi,oyornq,3
802007948352,Ihkam Surintan binti Waliyudeen,lgs4ql,4
994387428792,Budiharto Teruna bin Junada,krgkvv,5
627887966537,Qawi Samroze bin Raahim,eeocnu,5
545619091959,Iffaan Bisaam bin Izz,7yecg7,4
776622473987,Puteri Taqdees binti Zuljalal,otm5h1,3
275716060123,Suleika Puspawati binti Haissam,6tjs91,5
534396552637,Samroze Aayiz bin Bintang,ebosa5,1
309570358960,Afan Ahkam bin Waase,ya9o2f,3
187227696122,Taish Musawwir bin Ayyash,2d4fnk,2
508045574802,Sayfudin Johan bin Muda,zj5rdh,5
581485907292,Bujang Waase bin Hazer,0s5jln,3
865096994203,Haruun Ghazaar bin Aadam,uxsuth,4
391556622182,Maeen Mannal binti Perwira,is2255,3
337718264993,Zaka Afan bin Reehab,9dpy3g,2
994313226010,Mahia Mahsuri binti Reheeq,769v0y,5
256959404139,Bisaam Afan bin Sayfudin,1cmdx5,3
057690315969,Ibhar Izz binti Perwira,8v9bn4,2
593883267259,Mahia Amaal binti Afsah,4x4731,4
564073818608,Aswab Ruwayfi bin Barzin,wzs74n,3
623880984975,Nijat Arhaa bin Zaafer,ud8qbe,1
345162202483,Adiputeri Aafiyat binti Nijat,470q9s,1
778653193866,Nijat Ghazaar bin Panjang,d9rag3,5
206477018913,Samsam Hatar bin Zakawat,ivokon,2
968379006915,Melur Ajaar binti Hadees,qwuira,1
915360661293,Idrak Wifaq bin Ayyash,u2z90n,1
182086082561,Joyah Esah binti Iyaan,ufmjw1,1
069995559402,Shanzey Puspawati binti Adiputera,pc37i1,4
871921114250,Haryati Sajaf binti Wifaq,n9lgsy,4
470784377535,Ibhar Maeen binti Ishtiqal,udqpbo,4
000265244564,Marjia Ibrat binti Rafa'ah,orcu4b,1
804593846554,Junada Hazer bin Ruwayfi,ivq2xr,3
167215026719,Hatar Qawi bin Samroze,ypmpxg,4
180852173182,Bisaam Waase bin Zikri,j4htkv,2
117928307559,Tembam Izzati binti Jebat,hy9mpi,1
853248719378,Suleika Muminah binti Iesa,m6k4j6,2
331862791399,Sineen Ahkam bin Reehab,v4aosy,5
755874475812,Ruwayfi Sabit bin Waliyudeen,58h5ui,2
225869434376,Ajiad Panjang bin Reehab,kp3vrf,2
845117849896,Shanzey Arwaa binti Aaaqil,43mg80,4
255122248236,Bujang Aqsad bin Johan,y8c0lc,3
432716426243,Hadees Muzakir bin Hazer,2eofew,2
199039687233,Mayang Sonbol binti Sayfudin,rv2eo2,4
127011741650,Sajjal Taqdees binti Istiqlal,0obb3j,4
955398308714,Izzati Tempawan binti Tuah,gxn84n,2
325102150969,Waliyudeen Sineen bin Qawi,0kw15b,5
633394720533,Sayfudin Haissam bin Hatar,udfncb,5
974126975776,Soroushi Ajaar binti Afsah,q2kbgb,2
633993876025,Izz Wadd bin Hadees,ql0hum,4
376270356353,Taqdees Rosemah binti Wadood,49yyhw,4
231188622050,Masayu Teratai binti Qawi,3kjvfs,1
571375502202,Ishraq Teruna bin Bujang,20i33h,1
648341334308,Puteri Tempawan binti Nijat,av47y6,5
770551679053,Tasmia Wasiya binti Nijat,kbde60,5
275742858914,Suriani Shanzey binti Ahkam,yy3kya,5
400132836174,Fuaad Sabit bin Zuljalal,yk49pu,3
103699636001,Rabihah Bunga binti Taseen,njumux,3
705865165644,Adiputeri Aarifa binti Atheer,qf5tny,4
919041002037,Dhia Mannal binti Hadees,3pi0a1,1
535488717811,Arwaa Arwaa binti Wadd,uv7qap,4
817256067152,Waase Tenuk bin Wadood,qmreng,1
316691334522,Suriawati Kasih binti Mizn,cxr3qx,1
783925221730,Shanzey Imen binti Musawwir,tjicho,5
699963541838,Junada Senin bin Aaaqil,237bgn,1
347469329409,Imen Zaituna binti Wadood,hvqu1e,3
606360592752,Idrak Istiqlal bin Musawwir,kfi8t9,2
268841469743,Taqdees Taqdees binti Zuljalal,d56xqm,2
475831710095,Istiqlal Waliyudeen bin Zuljalal,7cf3i3,2
346783347675,Khatijah Maeena binti Waliyudeen,i9686n,4
499523097911,Haryati Puteri binti Junada,ywugyw,5
497755191391,Aati Aafaaq bin Barzin,w4pm9j,5
576841153532,Aafaaq Wifaq bin Megat,4xbuhg,3
690671176703,Rosemah Wisama binti Haruun,vtwhxg,5
565500198642,Suleika Rabihah binti Teruna,msc6jc,4
526124775612,Zahabia Ishraq bin Barzin,6ay0ui,5
823822027241,Budiharto Haissam bin Raahim,xu8itb,5
371224560250,Amaal Rufqa binti Raahim,389a5g,1
729226257146,Wifaq Adiputera bin Barzin,kvx11w,2
480586041663,Ajaar Sanabel binti Mudassir,fxlw1w,2
814258190841,Wardda Cucu binti Atheer,dinfkg,2
026668285289,Samsam Wathiq bin Zahabia,13slik,1
619649029412,Ghazaar Wasfi bin Atheer,8sn3rq,4
259656079716,Zaituna Jenab binti Iesa,n0inph,2
202155750738,Raahim Wifaq bin Sulung,mdz69p,4
957804085458,Tempawan Zaheera binti Mizn,t988x9,2
904080394964,Cahaya Melur binti Aafaaq,0qhwg8,4
985546888907,Hapsah Dinihari binti Waliyudeen,q8jc9x,5
128492249661,Imen Hatar bin Junada,y35mmb,4
252521938384,Mahsuri Waleeya binti Taseen,76hw8p,1
664130631223,Wardda Kasih binti Waliyudeen,krs2ow,5
968691338278,Perwira Fehmeed bin Megat,nhfszn,3
710106332927,Cahaya Mubdia binti Selasa,a3kkpj,1
744723565650,Hazer Teruna bin Ayyash,p42zo2,5
583800610666,Ibrat Hapsah binti Hatar,vo8i6g,1
213706817981,Bintang Barzin bin Zayana,sooy4u,2
892951020735,Mubaraka Wardda binti Rafa'ah,ftetsg,2
422956204686,Afsah Istiqlal bin Sabit,fxrlqy,5
159158060326,Sanabel Suleika binti Aafaaq,gjwda1,1
244033889967,Haryati Cik binti Ishraq,naszs0,3
617426767437,Muminah Seniya binti Selasa,mr6p21,1
116567545827,Idrak Musawwir bin Musawwir,f9nhve,2
132961534669,Mishkat Khajeer bin Iesa,ueu6v2,3
987177541866,Khatijah Afeen binti Sineen,o43eok,4
837560678059,Izz Maarib binti Barzin,9k18q1,4
